"Tabela 5938 - Produto interno bruto a preços correntes, impostos, líquidos de subsídios, sobre produtos a preços correntes e valor adicionado bruto a preços correntes total e por atividade econômica, e respectivas participações - Referência 2010"
"Variável - Produto Interno Bruto a preços correntes (Mil Reais)"
"Cód.";"Município";"Ano"
"4316402";"Rosário do Sul (RS)";"1381969,37"
"4316428";"Sagrada Família (RS)";"82615,12"
"4316436";"Saldanha Marinho (RS)";"254247,44"
"4316451";"Salto do Jacuí (RS)";"1213454,62"
"4316477";"Salvador das Missões (RS)";"178468,44"
"4316501";"Salvador do Sul (RS)";"337661,31"
"4316600";"Sananduva (RS)";"843823,39"
"4316709";"Santa Bárbara do Sul (RS)";"1336027,46"
"4316733";"Santa Cecília do Sul (RS)";"143879,15"
"4316758";"Santa Clara do Sul (RS)";"339105,39"
"4316808";"Santa Cruz do Sul (RS)";"9815170,12"
"4316907";"Santa Maria (RS)";"9562027,15"
"4316956";"Santa Maria do Herval (RS)";"279407,65"
"4316972";"Santa Margarida do Sul (RS)";"361014,47"
"4317004";"Santana da Boa Vista (RS)";"364899,02"
"4317103";"Sant'Ana do Livramento (RS)";"2823912,94"
"4317202";"Santa Rosa (RS)";"3732037,08"
"4317251";"Santa Tereza (RS)";"49850,41"
"4317301";"Santa Vitória do Palmar (RS)";"1755621,81"
"4317400";"Santiago (RS)";"2021443,56"
"4317509";"Santo Ângelo (RS)";"3180262,44"
"4317558";"Santo Antônio do Palma (RS)";"119796,49"
"4317608";"Santo Antônio da Patrulha (RS)";"1680497,23"
"4317707";"Santo Antônio das Missões (RS)";"673943,78"
"4317756";"Santo Antônio do Planalto (RS)";"189468,48"
"4317806";"Santo Augusto (RS)";"848436,17"
"4317905";"Santo Cristo (RS)";"784067,75"
"4317954";"Santo Expedito do Sul (RS)";"128952,39"
"4318002";"São Borja (RS)";"2570754,82"
"4318051";"São Domingos do Sul (RS)";"123435,18"
"4318101";"São Francisco de Assis (RS)";"804119,36"
"4318200";"São Francisco de Paula (RS)";"1026512,94"
"4318309";"São Gabriel (RS)";"2723182,62"
"4318408";"São Jerônimo (RS)";"667010,32"
"4318424";"São João da Urtiga (RS)";"184148,34"
"4318432";"São João do Polêsine (RS)";"104816,74"
"4318440";"São Jorge (RS)";"133330,52"
"4318457";"São José das Missões (RS)";"93350,22"
"4318465";"São José do Herval (RS)";"59112,01"
"4318481";"São José do Hortêncio (RS)";"117865,27"
"4318499";"São José do Inhacorá (RS)";"183792,99"
"4318507";"São José do Norte (RS)";"792698,29"
"4318606";"São José do Ouro (RS)";"463016,54"
"4318614";"São José do Sul (RS)";"94018,36"
"4318622";"São José dos Ausentes (RS)";"155631,17"
"4318705";"São Leopoldo (RS)";"10855366,22"
"4318804";"São Lourenço do Sul (RS)";"1701062,81"
"4318903";"São Luiz Gonzaga (RS)";"1903777,00"
"4319000";"São Marcos (RS)";"1145389,47"
"4319109";"São Martinho (RS)";"354028,32"
"4319125";"São Martinho da Serra (RS)";"336098,46"
"4319158";"São Miguel das Missões (RS)";"867927,58"
"4319208";"São Nicolau (RS)";"228044,94"
"4319307";"São Paulo das Missões (RS)";"200547,36"
"4319356";"São Pedro da Serra (RS)";"113227,48"
"4319364";"São Pedro das Missões (RS)";"114177,30"
"4319372";"São Pedro do Butiá (RS)";"161663,46"
"4319406";"São Pedro do Sul (RS)";"532254,85"
"4319505";"São Sebastião do Caí (RS)";"899456,88"
"4319604";"São Sepé (RS)";"1331316,29"
"4319703";"São Valentim (RS)";"135539,67"
"4319711";"São Valentim do Sul (RS)";"95575,28"
"4319737";"São Valério do Sul (RS)";"90428,74"
"4319752";"São Vendelino (RS)";"95747,09"
"4319802";"São Vicente do Sul (RS)";"730552,78"
"4319901";"Sapiranga (RS)";"3615583,80"
"4320008";"Sapucaia do Sul (RS)";"4204060,03"
"4320107";"Sarandi (RS)";"1299134,19"
"4320206";"Seberi (RS)";"617242,79"
"4320230";"Sede Nova (RS)";"157533,99"
"4320263";"Segredo (RS)";"163086,85"
"4320305";"Selbach (RS)";"375172,96"
"4320321";"Senador Salgado Filho (RS)";"149058,40"
"4320354";"Sentinela do Sul (RS)";"136266,21"
"4320404";"Serafina Corrêa (RS)";"782298,67"
"4320453";"Sério (RS)";"59570,86"
"4320503";"Sertão (RS)";"534501,11"
"4320552";"Sertão Santana (RS)";"314766,35"
"4320578";"Sete de Setembro (RS)";"105650,73"
"4320602";"Severiano de Almeida (RS)";"149412,45"
"4320651";"Silveira Martins (RS)";"86629,94"
"4320677";"Sinimbu (RS)";"213479,66"
"4320701";"Sobradinho (RS)";"438641,31"
"4320800";"Soledade (RS)";"1405190,99"
"4320859";"Tabaí (RS)";"142085,26"
"4320909";"Tapejara (RS)";"1644542,96"
"4321006";"Tapera (RS)";"640273,05"
"4321105";"Tapes (RS)";"603911,39"
"4321204";"Taquara (RS)";"1568871,70"
"4321303";"Taquari (RS)";"1094079,53"
"4321329";"Taquaruçu do Sul (RS)";"188856,60"
"4321352";"Tavares (RS)";"124252,83"
"4321402";"Tenente Portela (RS)";"579212,66"
"4321436";"Terra de Areia (RS)";"291337,78"
"4321451";"Teutônia (RS)";"1576003,83"
"4321469";"Tio Hugo (RS)";"174782,55"
"4321477";"Tiradentes do Sul (RS)";"196241,39"
"4321493";"Toropi (RS)";"101332,72"
"4321501";"Torres (RS)";"1382097,50"
"4321600";"Tramandaí (RS)";"1234543,53"
"4321626";"Travesseiro (RS)";"78086,88"
"4321634";"Três Arroios (RS)";"141195,71"
"4321667";"Três Cachoeiras (RS)";"308567,68"
"4321709";"Três Coroas (RS)";"805144,95"
"4321808";"Três de Maio (RS)";"1353670,90"
"4321832";"Três Forquilhas (RS)";"64218,20"
"4321857";"Três Palmeiras (RS)";"178528,73"
"4321907";"Três Passos (RS)";"1033028,29"
"4321956";"Trindade do Sul (RS)";"351368,92"
"4322004";"Triunfo (RS)";"12982385,91"
"4322103";"Tucunduva (RS)";"259330,11"
"4322152";"Tunas (RS)";"120843,56"
"4322186";"Tupanci do Sul (RS)";"94726,71"
"4322202";"Tupanciretã (RS)";"2052009,38"
"4322251";"Tupandi (RS)";"533591,91"
"4322301";"Tuparendi (RS)";"383532,98"
"4322327";"Turuçu (RS)";"163726,04"
"4322343";"Ubiretama (RS)";"110731,54"
"4322350";"União da Serra (RS)";"91173,08"
"4322376";"Unistalda (RS)";"149066,20"
"4322400";"Uruguaiana (RS)";"3717090,65"
"4322509";"Vacaria (RS)";"3245665,50"
"4322525";"Vale Verde (RS)";"130451,63"
"4322533";"Vale do Sol (RS)";"272711,90"
"4322541";"Vale Real (RS)";"198292,65"
"4322558";"Vanini (RS)";"94775,50"
"4322608";"Venâncio Aires (RS)";"3732029,84"
"4322707";"Vera Cruz (RS)";"826715,83"
"4322806";"Veranópolis (RS)";"1738701,72"
"4322855";"Vespasiano Corrêa (RS)";"119438,83"
"4322905";"Viadutos (RS)";"204580,51"
"4323002";"Viamão (RS)";"4335050,25"
"4323101";"Vicente Dutra (RS)";"126513,45"
"4323200";"Victor Graeff (RS)";"295870,30"
"4323309";"Vila Flores (RS)";"297551,77"
"4323358";"Vila Lângaro (RS)";"168931,39"
"4323408";"Vila Maria (RS)";"389405,41"
"4323457";"Vila Nova do Sul (RS)";"195941,27"
"4323507";"Vista Alegre (RS)";"137063,11"
"4323606";"Vista Alegre do Prata (RS)";"85227,91"
"4323705";"Vista Gaúcha (RS)";"103511,69"
"4323754";"Vitória das Missões (RS)";"159526,95"
"4323770";"Westfália (RS)";"264838,60"
"4323804";"Xangri-lá (RS)";"733150,58"
"5000203";"Água Clara (MS)";"1235229,15"
"5000252";"Alcinópolis (MS)";"237740,13"
"5000609";"Amambai (MS)";"1766206,57"
"5000708";"Anastácio (MS)";"696966,83"
"5000807";"Anaurilândia (MS)";"416841,00"
"5000856";"Angélica (MS)";"1184827,98"
"5000906";"Antônio João (MS)";"727454,95"
"5001003";"Aparecida do Taboado (MS)";"1393783,41"
"5001102";"Aquidauana (MS)";"1204976,57"
"5001243";"Aral Moreira (MS)";"1021641,79"
"5001508";"Bandeirantes (MS)";"759093,89"
"5001904";"Bataguassu (MS)";"1049030,08"
"5002001";"Batayporã (MS)";"603207,33"
"5002100";"Bela Vista (MS)";"976922,36"
"5002159";"Bodoquena (MS)";"351966,32"
"5002209";"Bonito (MS)";"1204313,33"
"5002308";"Brasilândia (MS)";"861258,54"
"5002407";"Caarapó (MS)";"2098085,41"
"5002605";"Camapuã (MS)";"637046,13"
"5002704";"Campo Grande (MS)";"34731151,05"
"5002803";"Caracol (MS)";"179621,43"
"5002902";"Cassilândia (MS)";"782983,14"
"5002951";"Chapadão do Sul (MS)";"2430146,79"
"5003108";"Corguinho (MS)";"150317,68"
"5003157";"Coronel Sapucaia (MS)";"354012,02"
"5003207";"Corumbá (MS)";"3907865,89"
"5003256";"Costa Rica (MS)";"2096742,26"
"5003306";"Coxim (MS)";"1117658,70"
"5003454";"Deodápolis (MS)";"494378,24"
"5003488";"Dois Irmãos do Buriti (MS)";"332159,49"
"5003504";"Douradina (MS)";"200981,68"
"5003702";"Dourados (MS)";"12595689,78"
"5003751";"Eldorado (MS)";"557522,86"
"5003801";"Fátima do Sul (MS)";"648924,59"
"5003900";"Figueirão (MS)";"143407,93"
"5004007";"Glória de Dourados (MS)";"306052,43"
"5004106";"Guia Lopes da Laguna (MS)";"364268,75"
"5004304";"Iguatemi (MS)";"811296,82"
"5004403";"Inocência (MS)";"406232,60"
"5004502";"Itaporã (MS)";"1181094,90"
"5004601";"Itaquiraí (MS)";"1245196,13"
"5004700";"Ivinhema (MS)";"1721112,93"
"5004809";"Japorã (MS)";"167493,11"
"5004908";"Jaraguari (MS)";"378029,46"
"5005004";"Jardim (MS)";"826471,72"
"5005103";"Jateí (MS)";"478438,84"
"5005152";"Juti (MS)";"464265,83"
"5005202";"Ladário (MS)";"383758,98"
"5005251";"Laguna Carapã (MS)";"1017180,22"
"5005400";"Maracaju (MS)";"4048673,22"
"5005608";"Miranda (MS)";"661175,61"
"5005681";"Mundo Novo (MS)";"778607,49"
"5005707";"Naviraí (MS)";"3013280,43"
"5005806";"Nioaque (MS)";"472626,42"
"5006002";"Nova Alvorada do Sul (MS)";"1963622,06"
"5006200";"Nova Andradina (MS)";"3084594,26"
"5006259";"Novo Horizonte do Sul (MS)";"281446,48"
"5006275";"Paraíso das Águas (MS)";"1064299,16"
"5006309";"Paranaíba (MS)";"1647936,59"
"5006358";"Paranhos (MS)";"294548,28"
"5006408";"Pedro Gomes (MS)";"279518,45"
"5006606";"Ponta Porã (MS)";"5024604,33"
"5006903";"Porto Murtinho (MS)";"476903,54"
"5007109";"Ribas do Rio Pardo (MS)";"1895304,14"
"5007208";"Rio Brilhante (MS)";"3731046,43"
"5007307";"Rio Negro (MS)";"134316,91"
"5007406";"Rio Verde de Mato Grosso (MS)";"633233,56"
"5007505";"Rochedo (MS)";"280437,66"
"5007554";"Santa Rita do Pardo (MS)";"472669,79"
"5007695";"São Gabriel do Oeste (MS)";"2231787,82"
"5007703";"Sete Quedas (MS)";"384673,22"
"5007802";"Selvíria (MS)";"1723193,83"
"5007901";"Sidrolândia (MS)";"3207170,15"
"5007935";"Sonora (MS)";"881056,98"
"5007950";"Tacuru (MS)";"320137,50"
"5007976";"Taquarussu (MS)";"182235,45"
"5008008";"Terenos (MS)";"761171,48"
"5008305";"Três Lagoas (MS)";"13058332,22"
"5008404";"Vicentina (MS)";"314115,00"
"5100102";"Acorizal (MT)";"109161,60"
"5100201";"Água Boa (MT)";"2000668,56"
"5100250";"Alta Floresta (MT)";"2111882,50"
"5100300";"Alto Araguaia (MT)";"1172926,08"
"5100359";"Alto Boa Vista (MT)";"264046,47"
"5100409";"Alto Garças (MT)";"1197646,00"
"5100508";"Alto Paraguai (MT)";"166647,73"
"5100607";"Alto Taquari (MT)";"1295817,62"
"5100805";"Apiacás (MT)";"233848,25"
"5101001";"Araguaiana (MT)";"126593,67"
"5101209";"Araguainha (MT)";"28038,74"
"5101258";"Araputanga (MT)";"655136,56"
"5101308";"Arenápolis (MT)";"232262,70"
"5101407";"Aripuanã (MT)";"1446102,31"
"5101605";"Barão de Melgaço (MT)";"124619,52"
"5101704";"Barra do Bugres (MT)";"1568905,00"
"5101803";"Barra do Garças (MT)";"2567246,06"
"5101852";"Bom Jesus do Araguaia (MT)";"769151,06"
"5101902";"Brasnorte (MT)";"2087178,88"
"5102504";"Cáceres (MT)";"2264673,62"
"5102603";"Campinápolis (MT)";"437343,66"
"5102637";"Campo Novo do Parecis (MT)";"6910453,09"
"5102678";"Campo Verde (MT)";"4993081,71"
"5102686";"Campos de Júlio (MT)";"3302547,02"
"5102694";"Canabrava do Norte (MT)";"267192,36"
"5102702";"Canarana (MT)";"2931502,47"
"5102793";"Carlinda (MT)";"299375,06"
"5102850";"Castanheira (MT)";"215113,50"
"5103007";"Chapada dos Guimarães (MT)";"1214582,85"
"5103056";"Cláudia (MT)";"1068396,23"
"5103106";"Cocalinho (MT)";"297684,91"
"5103205";"Colíder (MT)";"1269413,99"
"5103254";"Colniza (MT)";"849114,50"
"5103304";"Comodoro (MT)";"1258221,95"
"5103353";"Confresa (MT)";"1530707,46"
"5103361";"Conquista D'Oeste (MT)";"143204,64"
"5103379";"Cotriguaçu (MT)";"326769,99"
"5103403";"Cuiabá (MT)";"29746934,02"
"5103437";"Curvelândia (MT)";"123844,55"
"5103452";"Denise (MT)";"529607,96"
"5103502";"Diamantino (MT)";"5746922,09"
"5103601";"Dom Aquino (MT)";"673328,89"
"5103700";"Feliz Natal (MT)";"1044898,32"
"5103809";"Figueirópolis D'Oeste (MT)";"83625,99"
"5103858";"Gaúcha do Norte (MT)";"1290912,02"
"5103908";"General Carneiro (MT)";"481736,64"
"5103957";"Glória D'Oeste (MT)";"89233,71"
"5104104";"Guarantã do Norte (MT)";"1099235,22"
"5104203";"Guiratinga (MT)";"727167,07"
"5104500";"Indiavaí (MT)";"103601,03"
"5104526";"Ipiranga do Norte (MT)";"1924886,73"
"5104542";"Itanhangá (MT)";"721461,81"
"5104559";"Itaúba (MT)";"419029,83"
"5104609";"Itiquira (MT)";"2144803,21"
"5104807";"Jaciara (MT)";"1197870,90"
"5104906";"Jangada (MT)";"188785,13"
"5105002";"Jauru (MT)";"348817,38"
"5105101";"Juara (MT)";"1365627,89"
"5105150";"Juína (MT)";"1332957,52"
"5105176";"Juruena (MT)";"297908,80"
"5105200";"Juscimeira (MT)";"528663,80"
"5105234";"Lambari D'Oeste (MT)";"244979,56"
"5105259";"Lucas do Rio Verde (MT)";"6891564,31"
"5105309";"Luciara (MT)";"41176,79"
"5105507";"Vila Bela da Santíssima Trindade (MT)";"639123,52"
"5105580";"Marcelândia (MT)";"674578,82"
"5105606";"Matupá (MT)";"1282894,46"
"5105622";"Mirassol d'Oeste (MT)";"835682,98"
"5105903";"Nobres (MT)";"1114913,71"
"5106000";"Nortelândia (MT)";"325662,80"
"5106109";"Nossa Senhora do Livramento (MT)";"387844,95"
"5106158";"Nova Bandeirantes (MT)";"343374,26"
"5106174";"Nova Nazaré (MT)";"140597,29"
"5106182";"Nova Lacerda (MT)";"445609,61"
"5106190";"Nova Santa Helena (MT)";"333258,05"
"5106208";"Nova Brasilândia (MT)";"109136,21"
"5106216";"Nova Canaã do Norte (MT)";"909160,34"
"5106224";"Nova Mutum (MT)";"6036784,42"
"5106232";"Nova Olímpia (MT)";"732123,36"
"5106240";"Nova Ubiratã (MT)";"3270200,82"
"5106257";"Nova Xavantina (MT)";"1033277,74"
"5106265";"Novo Mundo (MT)";"486277,24"
"5106273";"Novo Horizonte do Norte (MT)";"101499,08"
"5106281";"Novo São Joaquim (MT)";"863038,19"
"5106299";"Paranaíta (MT)";"796220,43"
"5106307";"Paranatinga (MT)";"2135913,82"
"5106315";"Novo Santo Antônio (MT)";"56650,56"
"5106372";"Pedra Preta (MT)";"1575822,36"
"5106422";"Peixoto de Azevedo (MT)";"918582,42"
"5106455";"Planalto da Serra (MT)";"231895,38"
"5106505";"Poconé (MT)";"709535,69"
"5106653";"Pontal do Araguaia (MT)";"123227,64"
"5106703";"Ponte Branca (MT)";"31234,86"
"5106752";"Pontes e Lacerda (MT)";"2436222,48"
"5106778";"Porto Alegre do Norte (MT)";"568701,10"
"5106802";"Porto dos Gaúchos (MT)";"1318804,34"
"5106828";"Porto Esperidião (MT)";"308623,71"
"5106851";"Porto Estrela (MT)";"83560,83"
"5107008";"Poxoréu (MT)";"1077754,03"
"5107040";"Primavera do Leste (MT)";"6965241,84"
"5107065";"Querência (MT)";"4259440,26"
"5107107";"São José dos Quatro Marcos (MT)";"448527,25"
"5107156";"Reserva do Cabaçal (MT)";"47466,22"
"5107180";"Ribeirão Cascalheira (MT)";"756831,12"
"5107198";"Ribeirãozinho (MT)";"188989,84"
"5107206";"Rio Branco (MT)";"107214,19"
"5107248";"Santa Carmem (MT)";"1032325,53"
"5107263";"Santo Afonso (MT)";"161563,97"
"5107297";"São José do Povo (MT)";"58963,76"
"5107305";"São José do Rio Claro (MT)";"1465622,62"
"5107354";"São José do Xingu (MT)";"934693,82"
"5107404";"São Pedro da Cipa (MT)";"69288,18"
"5107578";"Rondolândia (MT)";"114381,90"
"5107602";"Rondonópolis (MT)";"17295644,40"
"5107701";"Rosário Oeste (MT)";"535072,74"
"5107743";"Santa Cruz do Xingu (MT)";"320573,96"
"5107750";"Salto do Céu (MT)";"94321,53"
"5107768";"Santa Rita do Trivelato (MT)";"1236066,89"
"5107776";"Santa Terezinha (MT)";"300590,81"
"5107792";"Santo Antônio do Leste (MT)";"1019977,93"
"5107800";"Santo Antônio de Leverger (MT)";"819097,09"
"5107859";"São Félix do Araguaia (MT)";"1622920,65"
"5107875";"Sapezal (MT)";"6978731,32"
"5107883";"Serra Nova Dourada (MT)";"74485,48"
"5107909";"Sinop (MT)";"9623876,67"
"5107925";"Sorriso (MT)";"12522632,98"
"5107941";"Tabaporã (MT)";"1319830,07"
"5107958";"Tangará da Serra (MT)";"5585258,74"
"5108006";"Tapurah (MT)";"2007700,25"
"5108055";"Terra Nova do Norte (MT)";"502308,45"
"5108105";"Tesouro (MT)";"312783,84"
"5108204";"Torixoréu (MT)";"211360,19"
"5108303";"União do Sul (MT)";"504232,02"
"5108352";"Vale de São Domingos (MT)";"77154,76"
"5108402";"Várzea Grande (MT)";"9916990,51"
"5108501";"Vera (MT)";"1291935,96"
"5108600";"Vila Rica (MT)";"879190,04"
"5108808";"Nova Guarita (MT)";"167439,00"
"5108857";"Nova Marilândia (MT)";"422855,01"
"5108907";"Nova Maringá (MT)";"1204757,42"
"5108956";"Nova Monte Verde (MT)";"367236,51"
"5200050";"Abadia de Goiás (GO)";"353700,29"
"5200100";"Abadiânia (GO)";"445324,20"
"5200134";"Acreúna (GO)";"1051834,12"
"5200159";"Adelândia (GO)";"48793,37"
"5200175";"Água Fria de Goiás (GO)";"533232,88"
"5200209";"Água Limpa (GO)";"63846,66"
"5200258";"Águas Lindas de Goiás (GO)";"2463151,90"
"5200308";"Alexânia (GO)";"1128053,86"
"5200506";"Aloândia (GO)";"63728,36"
"5200555";"Alto Horizonte (GO)";"1280223,03"
"5200605";"Alto Paraíso de Goiás (GO)";"297010,86"
"5200803";"Alvorada do Norte (GO)";"169008,40"
"5200829";"Amaralina (GO)";"109076,83"
"5200852";"Americano do Brasil (GO)";"91399,77"
"5200902";"Amorinópolis (GO)";"118902,97"
"5201108";"Anápolis (GO)";"17788289,48"
"5201207";"Anhanguera (GO)";"21691,41"
"5201306";"Anicuns (GO)";"512555,40"
"5201405";"Aparecida de Goiânia (GO)";"16979983,66"
"5201454";"Aparecida do Rio Doce (GO)";"110072,04"
"5201504";"Aporé (GO)";"395713,50"
"5201603";"Araçu (GO)";"73495,93"
"5201702";"Aragarças (GO)";"277710,28"
"5201801";"Aragoiânia (GO)";"174315,42"
"5202155";"Araguapaz (GO)";"180123,22"
"5202353";"Arenópolis (GO)";"222580,05"
"5202502";"Aruanã (GO)";"291961,68"
"5202601";"Aurilândia (GO)";"81572,84"
"5202809";"Avelinópolis (GO)";"68049,72"
"5203104";"Baliza (GO)";"123238,48"
"5203203";"Barro Alto (GO)";"1573567,19"
"5203302";"Bela Vista de Goiás (GO)";"1480965,98"
"5203401";"Bom Jardim de Goiás (GO)";"257659,57"
"5203500";"Bom Jesus de Goiás (GO)";"1229633,45"
"5203559";"Bonfinópolis (GO)";"121137,68"
"5203575";"Bonópolis (GO)";"156630,27"
"5203609";"Brazabrantes (GO)";"93833,43"
"5203807";"Britânia (GO)";"198101,40"
"5203906";"Buriti Alegre (GO)";"467716,60"
"5203939";"Buriti de Goiás (GO)";"56915,62"
"5203962";"Buritinópolis (GO)";"88899,70"
"5204003";"Cabeceiras (GO)";"475939,32"
"5204102";"Cachoeira Alta (GO)";"281678,88"
"5204201";"Cachoeira de Goiás (GO)";"38868,60"
"5204250";"Cachoeira Dourada (GO)";"69455,05"
"5204300";"Caçu (GO)";"904591,95"
"5204409";"Caiapônia (GO)";"821652,98"
"5204508";"Caldas Novas (GO)";"3000885,82"
"5204557";"Caldazinha (GO)";"84638,41"
"5204607";"Campestre de Goiás (GO)";"72736,71"
"5204656";"Campinaçu (GO)";"110499,80"
"5204706";"Campinorte (GO)";"333013,10"
"5204805";"Campo Alegre de Goiás (GO)";"846728,14"
"5204854";"Campo Limpo de Goiás (GO)";"165099,12"
"5204904";"Campos Belos (GO)";"315294,72"
"5204953";"Campos Verdes (GO)";"56346,83"
"5205000";"Carmo do Rio Verde (GO)";"488084,36"
"5205059";"Castelândia (GO)";"91613,71"
"5205109";"Catalão (GO)";"9916468,29"
"5205208";"Caturaí (GO)";"100767,51"
"5205307";"Cavalcante (GO)";"382999,88"
"5205406";"Ceres (GO)";"734660,06"
"5205455";"Cezarina (GO)";"384995,66"
"5205471";"Chapadão do Céu (GO)";"2188716,48"
"5205497";"Cidade Ocidental (GO)";"1006150,18"
"5205513";"Cocalzinho de Goiás (GO)";"436319,10"
"5205521";"Colinas do Sul (GO)";"70439,36"
"5205703";"Córrego do Ouro (GO)";"74372,38"
"5205802";"Corumbá de Goiás (GO)";"260241,36"
"5205901";"Corumbaíba (GO)";"709240,84"
"5206206";"Cristalina (GO)";"4602318,44"
"5206305";"Cristianópolis (GO)";"120103,45"
"5206404";"Crixás (GO)";"699319,25"
"5206503";"Cromínia (GO)";"99558,06"
"5206602";"Cumari (GO)";"96867,17"
"5206701";"Damianópolis (GO)";"44977,05"
"5206800";"Damolândia (GO)";"52495,58"
"5206909";"Davinópolis (GO)";"583084,06"
"5207105";"Diorama (GO)";"96842,10"
"5207253";"Doverlândia (GO)";"400868,85"
"5207352";"Edealina (GO)";"405203,03"
"5207402";"Edéia (GO)";"923318,96"
"5207501";"Estrela do Norte (GO)";"74793,72"
"5207535";"Faina (GO)";"167592,09"
"5207600";"Fazenda Nova (GO)";"152398,54"
"5207808";"Firminópolis (GO)";"272114,15"
"5207907";"Flores de Goiás (GO)";"250935,51"
"5208004";"Formosa (GO)";"3247792,02"
"5208103";"Formoso (GO)";"111669,44"
"5208152";"Gameleira de Goiás (GO)";"312523,16"
"5208301";"Divinópolis de Goiás (GO)";"91699,65"
"5208400";"Goianápolis (GO)";"294380,94"
"5208509";"Goiandira (GO)";"202193,62"
"5208608";"Goianésia (GO)";"1888262,61"
"5208707";"Goiânia (GO)";"59865989,62"
"5208806";"Goianira (GO)";"1102687,37"
"5208905";"Goiás (GO)";"763707,49"
"5209101";"Goiatuba (GO)";"2169433,43"
"5209150";"Gouvelândia (GO)";"169368,56"
"5209200";"Guapó (GO)";"347667,13"
"5209291";"Guaraíta (GO)";"52169,43"
"5209408";"Guarani de Goiás (GO)";"86084,65"
"5209457";"Guarinos (GO)";"64342,73"
"5209606";"Heitoraí (GO)";"83875,06"
"5209705";"Hidrolândia (GO)";"1329142,64"
"5209804";"Hidrolina (GO)";"87743,03"
"5209903";"Iaciara (GO)";"226513,08"
"5209937";"Inaciolândia (GO)";"237525,34"
"5209952";"Indiara (GO)";"656300,19"
"5210000";"Inhumas (GO)";"1406215,64"
"5210109";"Ipameri (GO)";"2429403,23"
"5210158";"Ipiranga de Goiás (GO)";"69939,06"
"5210208";"Iporá (GO)";"876296,39"
"5210307";"Israelândia (GO)";"71461,24"
"5210406";"Itaberaí (GO)";"1804954,78"
"5210562";"Itaguari (GO)";"98133,17"
"5210604";"Itaguaru (GO)";"104080,38"
"5210802";"Itajá (GO)";"131495,78"
